Down,Distance,Yardline,EPA
3,15,80,0.732696
3,13,77,0.778184
3,13,76,0.72547
1,9,84,1.24077
2,18,60,1.16223
1,18,68,1.27628
2,7,2,0
2,12,67,1.03643
3,12,93,0.348099
4,14,78,0.14026
4,13,84,0.736574
1,11,82,1.01356
1,8,54,1.80676
4,16,60,0
4,10,77,0.528341
3,15,51,0.926806
4,7,80,0.739667
4,1,77,2.82547
4,14,42,1.4001
1,20,66,0.907001
2,20,76,0.362799
1,19,66,0.602229
2,12,69,0.912168
1,9,86,1.31682
1,18,66,1.31481
2,15,76,0.748882
2,15,75,0.739465
2,15,73,0.835872
2,14,68,0.950842
1,13,66,1.50909
4,15,94,0
1,12,66,1.46651
2,18,22,0.767641
1,9,66,1.99785
1,11,6,0
4,10,1,0
2,14,29,2.64951
1,8,66,1.61577
2,7,70,1.5791
1,4,66,2.22235
1,2,66,2.84206
1,1,66,3.68012
3,17,5,0
3,3,24,3.66556
3,19,77,0.587302
1,9,22,2.53311
2,18,66,1.04165
3,16,84,0.470386
3,16,75,0.322332
3,13,75,0.791096
3,13,78,0.966815
1,9,85,1.36746
2,18,61,1.07404
1,18,71,1.10133
2,7,3,0
2,12,66,1.03173
4,4,90,0.922504
3,9,76,0.972474
4,4,95,0.891427
